Symbol,Name,description
TMO,Thermo Fisher Scientific,"Thermo Fisher Scientific Inc. provides analytical instruments, equipment, reagents and consumables, software, and services for research, manufacturing, analysis, discovery, and diagnostics under the Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, and Unity Lab Services brands worldwide. Its Life Sciences Solutions segment offers reagents, instruments, and consumables for biological and medical research, discovery, and production of new drugs and vaccines, as well as diagnosis of diseases to pharmaceutical, biotechnology, agricultural, clinical, academic, and government markets. Its Analytical Instruments segment offers instruments, consumables, software, and services for use in laboratory, on production line, and in field for pharmaceutical, biotechnology, academic, government, environmental, and research and industrial markets, as well as clinical laboratories. Its Specialty Diagnostics segment offers liquid, ready-to-use, and lyophilized immunodiagnostic reagent kits, as well as calibrators, controls, and calibration verification fluids; blood-test systems; dehydrated and prepared culture media, collection and transport systems, instrumentation, and consumables; products for cancer diagnosis and medical research in histology, cytology, and hematology; human leukocyte antigen typing and testing for organ transplant market; and healthcare market channel products. This segment serves healthcare, clinical, pharmaceutical, industrial, and food safety laboratories. Its Laboratory Products and Services segment offers laboratory refrigerators and freezers, ultralow-temperature freezers and cryopreservation storage tanks, temperature control, sample preparation and preservation, centrifugation, and biological safety cabinet products; water analysis and laboratory equipment; laboratory plastics; laboratory chemicals; research and safety market channel; and pharma services. The company was founded in 1956 and is headquartered in Waltham, Massachusetts."
TIF,Tiffany & Co.,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items in the Americas, the Asia-Pacific, Japan, Europe, and internationally. The company offers jewelry collections, engagement rings, and wedding bands. It also sells timepieces, leather goods, sterling silver goods, china, crystal, stationery, eyewear, fragrances, and other accessories; and wholesales diamonds and earnings. The company sells its products through retail, Internet and catalog, business-to-business, and wholesale distribution channels. As of January 31, 2018, it operated 315 stores, including 124 stores in the Americas, 87 stores in the Asia-Pacific, 54 stores in Japan, 46 stores in Europe, and 4 stores in the United Arab Emirates. Tiffany & Co. was founded in 1837 and is headquartered in New York, New York."
TJX,TJX Companies Inc.,"The TJX Companies, Inc. operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, accent furniture, lamps, rugs, wall décor, decorative accessories, giftware, lighting, soft home, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; jewelry; and other merchandise. It operates stores under the T.J. Maxx, Marshalls, HomeGoods, Winners, HomeSense, T.K. Maxx, and Sierra Trading Post names, as well as operates e-commerce sites tjmaxx.com, tkmaxx.com, and sierratradingpost.com. As of February 3, 2018, the company operated a total of 4,070 stores in 9 countries, including the United States, Canada, the United Kingdom, Ireland, Germany, Poland, Austria, the Netherlands, and Australia. The TJX Companies, Inc. was founded in 1956 and is headquartered in Framingham, Massachusetts."
TMK,Torchmark Corp.,"Torchmark Corporation, through its subsidiaries, provides various life and health insurance products, and annuities in the United States, Canada, and New Zealand. It operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. The Life Insurance segment offers traditional and interest-sensitive whole life and term life insurance, and other life insurance. The Supplemental Health Insurance segment provides health insurance products comprising Medicare Supplements, critical illness, accident, and limited-benefit supplemental hospital and surgical coverages. The Annuities segment provides single-premium and flexible-premium deferred annuities. The company sells its products through sales by direct response, exclusive agents, and independent agents, as well as through direct mail, electronic media, and insert media. Torchmark Corporation was founded in 1900 and is headquartered in McKinney, Texas."
TSS,Total System Services,"Total System Services, Inc. provides payment processing, merchant, and related payment services to financial and nonfinancial institutions worldwide. The company operates through three segments: Merchant Solutions, Issuer Solutions, and Netspend. It offers general purpose reloadable prepaid and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers and businesses. The company also provides third party processing and related services for credit card issuers, merchant acquirers, independent sales organizations, and financial institutions; and issuer processing services, as well as operates as a prepaid program manager. Total System Services, Inc. was founded in 1983 and is headquartered in Columbus, Georgia."
TSCO,Tractor Supply Company,"Tractor Supply Company operates rural lifestyle retail stores in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. As of December 30, 2017, it operated 1,853 retail stores in 49 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names. It also operates e-commerce Websites, TractorSupply.com and Petsense.com. The company sells its products to recreational farmers, ranchers, and others, as well as tradesmen and small businesses. Tractor Supply Company was founded in 1938 and is headquartered in Brentwood, Tennessee."
TDG,TransDigm Group,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. The company operates in three segments: Power & Control, Airframe, and Non-aviation. The Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, databus and power controls, hoists, winches and lifting devices, and cargo loading and handling systems. It serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Airframe segment provides engineered latching and locking devices, rods and locking devices, engineered connectors and elastomers, cockpit security components and systems, aircraft audio systems, specialized lavatory components, seat belts and safety restraints, engineered interior surfaces and related components, lighting and control technology, military personnel parachutes, and cargo delivery systems. It serves airframe manufacturers, cabin system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Non-aviation segment offers seat belts and safety restraints for ground transportation applications, mechanical/electro-mechanical actuators and controls for space applications, and refueling systems for heavy equipment. It serves off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers; and manufacturers of heavy equipment. TransDigm Group Incorporated was founded in 1993 and is headquartered in Cleveland, Ohio."
TRIP,TripAdvisor,"TripAdvisor, Inc. operates as an online travel company. The company operates in two segments, Hotel and Non-Hotel. Its travel platform aggregates reviews and opinions of members about destinations, accommodations, activities and attractions, and restaurants, which enables users to research and plan their travel experiences, as well as book hotels, flights, cruises, vacation rentals, tours, activities and attractions, and restaurant reservations on its site or mobile app, or on the site or app of travel partner sites. The company operates TripAdvisor-branded Websites, including tripadvisor.com in the United States; and localized versions of the Website in 48 markets and 28 languages. It also manages and operates 20 other media brands that provide users the comprehensive travel-planning and trip-taking resources in the travel industry, such as airfarewatchdog.com, bookingbuddy.com, citymaps.com, cruisecritic.com, familyvacationcritic.com, flipkey.com, thefork.com, gateguru.com, holidaylettings.co.uk, holidaywatchdog.com, housetrip.com, jetsetter.com, niumba.com, onetime.com, oyster.com, seatguru.com, smartertravel.com, tingo.com, vacationhomerentals.com, and viator.com. The company's Websites feature 600 million reviews and opinions on 7.5 million places comprising 1.2 million hotels, inns, B&Bs, and specialty lodging; 750,000 vacation rentals; 4.6 million restaurants; and 915,000 activities and attractions worldwide. TripAdvisor, Inc. was founded in 2000 and is headquartered in Needham, Massachusetts."
FOXA,Twenty-First Century Fox Class A,"Twenty-First Century Fox, Inc. operates as a diversified media and entertainment company primarily in the United States and Canada, Europe, and internationally. It operates through Cable Network Programming, Television, and Filmed Entertainment segments. The company produces and licenses news, business news, sports, general entertainment, factual entertainment, and movie programming for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunication companies, and online video distributors. It also broadcasts network programming; and operates 28 broadcast television stations, including 11 duopolies in the United States. In addition, the company produces and acquires live-action and animated motion pictures for distribution and licensing in various formats in entertainment media, as well as produces and licenses television programming. The company was formerly known as News Corporation. Twenty-First Century Fox, Inc. was founded in 1922 and is headquartered in New York, New York."
FOX,Twenty-First Century Fox Class B,"Twenty-First Century Fox, Inc. operates as a diversified media and entertainment company primarily in the United States and Canada, Europe, and internationally. It operates through Cable Network Programming, Television, and Filmed Entertainment segments. The company produces and licenses news, business news, sports, general entertainment, factual entertainment, and movie programming for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunication companies, and online video distributors. It also broadcasts network programming; and operates 28 broadcast television stations, including 11 duopolies in the United States. In addition, the company produces and acquires live-action and animated motion pictures for distribution and licensing in various formats in entertainment media, as well as produces and licenses television programming. The company was formerly known as News Corporation. Twenty-First Century Fox, Inc. was founded in 1922 and is headquartered in New York, New York."
TSN,Tyson Foods,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully-cooked meats; and raises and processes chickens into fresh, frozen, and value-added chicken products. It also supplies poultry breeding stock; sells allied products, such as hides and meats; and manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats. The company offers its products primarily under the Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, ibp, State Fair, Gallo Salame, and Golden Island brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and foodservice operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas."
USB,U.S. Bancorp,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States. The company operates through five segments: Corporate and Commercial Banking, Consumer and Business Banking, Wealth Management and Investment Services, Payment Services, and Treasury and Corporate Support. It offers depository services, including checking accounts, savings accounts, and time certificate contracts; and lending services, such as traditional credit products, as well as credit card services, leasing financing, import/export trade, asset-backed lending, agricultural finance, and other products. The company also provides ancillary services, such as capital markets, treasury management, and receivable lock-box collection services to corporate customers; and a range of asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations. In addition, it offers investment and insurance products to its customers principally within its markets, as well as fund administration services to a range of mutual and other funds. Further, it provides corporate and purchasing card, and corporate trust services; and merchant processing services, as well as cash and investment management, ATM processing, mortgage banking, and brokerage and leasing services. The company offers its products and services through operating a network of 3,067 banking offices principally operating in the Midwest and West regions of the United States, and through online services and over mobile devices, as well as operates a network of 4,771 ATMs. U.S. Bancorp was founded in 1863 and is headquartered in Minneapolis, Minnesota."
UDR,UDR Inc,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate properties in targeted U.S. markets. As of September 30, 2018, UDR owned or had an ownership position in 49,464 apartment homes including 932 homes under development or in its Developer Capital Program <U+0096> West Coast Development Joint Venture. For over 46 years, UDR has delivered long-term value to shareholders, the best standard of service to residents and the highest quality experience for associates."
ULTA,Ulta Beauty,"Ulta Beauty, Inc. operates as a beauty retailer in the United States. The company's stores offer cosmetics, fragrances, haircare and skincare products, bath and body products, and salon styling tools; salon services, including hair, skin, and brow services; and others, including nail products and accessories. It provides private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products. As of November 3, 2018, the company operated 1,163 retail stores across 50 states. It also distributes its products through its Website, ulta.com, which includes a collection of tips, tutorials, and social content. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois."
UAA,Under Armour Class A,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot, cold, and in between the extremes. It also provides various footwear products, including running, basketball, cleated, slides and performance training, and outdoor footwear. In addition, the company offers accessories, which include headwear, bags, and gloves; and digital fitness subscriptions, as well as digital advertising through MapMyFitness, MyFitnessPal, and Endomondo applications. It primarily offers its products under the UA Logo, UNDER ARMOUR, UA, ARMOUR, HEATGEAR, COLDGEAR, ALLSEASONGEAR, PROTECT THIS HOUSE, and I WILL, as well as ARMOURBITE, ARMOURSTORM, ARMOUR FLEECE, ARMOUR BRA, and UNDER ARMOUR CONNECTED FITNESS brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of brand and factory house stores, and Website. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland."
UA,Under Armour Class C,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot, cold, and in between the extremes. It also provides various footwear products, including running, basketball, cleated, slides and performance training, and outdoor footwear. In addition, the company offers accessories, which include headwear, bags, and gloves; and digital fitness subscriptions, as well as digital advertising through MapMyFitness, MyFitnessPal, and Endomondo applications. It primarily offers its products under the UA Logo, UNDER ARMOUR, UA, ARMOUR, HEATGEAR, COLDGEAR, ALLSEASONGEAR, PROTECT THIS HOUSE, and I WILL, as well as ARMOURBITE, ARMOURSTORM, ARMOUR FLEECE, ARMOUR BRA, and UNDER ARMOUR CONNECTED FITNESS brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of brand and factory house stores, and Website. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland."
UNP,Union Pacific,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates railroads in the United States. It offers transportation services for agricultural products, including grains, commodities produced from grains, and food and beverage products; automotive, such as finished vehicles and automotive parts; and chemicals comprising industrial chemicals, plastics, fertilizers, petroleum and liquid petroleum gases, crude oil, and soda ash. The company also transports coal, petroleum coke, and biomass; industrial products consisting of construction products, minerals, consumer goods, metals, lumber, paper, and other miscellaneous products; and import and export container traffic, and container and trailer traffic. As of December 31, 2017, its rail network included 32,122 route miles linking Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. Union Pacific Corporation was founded in 1862 and is headquartered in Omaha, Nebraska."
UAL,United Continental Holdings,"United Continental Holdings, Inc., together with its subsidiaries, provides air transportation services in North America, the Asia-Pacific, Europe, the Middle East, Africa, and Latin America. It transports people and cargo through its mainline and regional operations. As of December 31, 2017, the company operated a fleet of 1,262 aircraft. It also sells fuel; and offers catering, ground handling, and maintenance services for third parties. The company was formerly known as UAL Corporation and changed its name to United Continental Holdings, Inc. in October 2010. United Continental Holdings, Inc. was founded in 1934 and is based in Chicago, Illinois."
UNH,United Health Group Inc.,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health care coverage, and health and well-being services to individuals age 50 and older, addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; and Medicaid plans, Children's Health Insurance Program, and health care programs; and health and dental benefits. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals through programs offered by employers, payers, government entities, and directly with the care delivery systems. The OptumInsight segment offers software and information products, advisory consulting arrangements, and services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery and specialty pharmacy, and purchasing and clinical, as well as develops programs in areas, such as step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated was founded in 1974 and is based in Minnetonka, Minnesota."
UPS,United Parcel Service,"United Parcel Service, Inc. provides letter and package delivery, specialized transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options, including Express Plus, Express, and Express Saver. The Supply Chain & Freight segment provides international air and ocean freight forwarding, customs and truckload freight brokerage, distribution and post-sales, and mail and consulting services in approximately 220 countries and territories; and less-than-truckload and truckload services to customers in North America. The company also offers shipping, visibility, and billing technologies; and insurance, financing, and payment services. It operates a fleet of approximately 119,000 package cars, vans, tractors, and motorcycles; and owns 45,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia."
URI,"United Rentals, Inc.","United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals; and Trench, Power, and Pump. The General Rentals segment engages in the rental of general construction and industrial equipment, such as backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom lifts and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools. This segment serves construction and industrial companies, manufacturers, utilities, municipalities, and homeowners. The Trench, Power, and Pump segment is involved in the rental of specialty construction products, including trench safety equipment, such as trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; power and HVAC equipment consisting of portable diesel generators, electrical distribution equipment, and temperature control equipment; and pumps primarily used by energy and petrochemical customers. It serves construction companies involved in infrastructure projects, municipalities, and industrial companies. The company also sells new equipment, such as aerial lifts, reach forklifts, telehandlers, compressors, and generators; contractor supplies, including construction consumables, tools, small equipment, and safety supplies; and parts for equipment that are owned by the company's customers, as well as provides repair and maintenance services. It sells its used equipment through its sales force, brokers, and Website, as well as at auctions and directly to manufacturers. As of January 1, 2018, the company operated 997 rental locations in the United States and Canada. United Rentals, Inc. was founded in 1997 and is headquartered in Stamford, Connecticut."
UTX,United Technologies,"United Technologies Corporation provides technology products and services to building systems and aerospace industries worldwide. Its Otis segment designs, manufactures, sells, and installs passenger and freight elevators, escalators, and moving walkways; and offers modernization products to upgrade elevators and escalators, as well as maintenance and repair services. The company's UTC Climate, Controls & Security segment provides heating, ventilating, air conditioning, refrigeration, fire, security, and building automation products, solutions, and services for residential, commercial, industrial, and transportation applications. This segment also offers building services, including audit, design, installation, system integration, repair, maintenance, monitoring, and inspection services. Its Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation markets; and provides aftermarket maintenance, repair, and overhaul, as well as fleet management services. The company's UTC Aerospace Systems segment provides electric power generation, power management, and distribution systems; air data and aircraft sensing systems; engine control, intelligence, surveillance, and reconnaissance systems; engine components; environmental control systems; fire and ice detection, and protection systems; propeller systems; engine nacelle systems; aircraft lighting and seating, and cargo systems; actuation and landing systems; space products and subsystems; and aftermarket services. United Technologies Corporation offers its services through manufacturers' representatives, distributors, wholesalers, dealers, retail outlets, and sales representatives, as well as directly to customers. United Technologies Corporation was founded in 1934 and is headquartered in Farmington, Connecticut."
UHS,"Universal Health Services, Inc.","Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, outpatient facilities, and behavioral health care facilities. The company operates through Acute Care Hospital Services, Behavioral Health Care Services, and Other segments. Its hospital offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic care, coronary care, pediatric services, pharmacy services, and/or behavioral health services. As of February 28, 2018, it owned and/or operated 326 inpatient facilities, and 32 outpatient and other facilities located in 37 states, Washington, D.C., the United Kingdom, Puerto Rico, and Virgin Islands. Universal Health Services, Inc. founded in 1978 and is headquartered in King Of Prussia, Pennsylvania."
UNM,Unum Group,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions in the United States, the United Kingdom, and internationally. It operates through Unum US, Unum UK, Colonial Life, and Closed Block segments. The company offers group long-term and short-term disability, group life, and accidental death and dismemberment products; supplemental and voluntary products, such as individual disability, voluntary benefits, and dental and vision products; and accident, sickness, disability, life, and cancer and critical illness products. It also provides group pension, individual life and corporate-owned life insurance, reinsurance pools and management operations, and other products. The company sells its products primarily to employers for the benefit of employees. Unum Group sells its products through field sales personnel, independent brokers, and consultants, as well as independent contractor agency sales force. The company was founded in 1848 and is based in Chattanooga, Tennessee."
VFC,V.F. Corp.,"V.F. Corporation engages in the design, production, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia Pacific. It operates through four segments: Outdoor & Action Sports, Jeanswear, Imagewear, and Other. The company offers outdoor apparel, youth culture/action sports-inspired footwear, footwear and equipment, handbags, luggage, backpacks, totes, accessories, backpacks, surfing-inspired footwear, merino wool socks, and travel accessories under The North Face, Vans, Timberland, Kipling, Napapijri, JanSport, Reef, Smartwool, Eastpak, and Eagle Creek brands. It also provides denim, casual apparel, footwear, and accessories under the Wrangler, Lee, Riders by Lee, Rustler, and Rock & Republic brands. In addition, the company offers occupational, protective occupational, work and work-inspired lifestyle, and outdoor work and hunt apparel, as well as protective work and lifestyle footwear under the Red Kap, Bulwark, Horace Small, Dickies, Workrite, Kodiak, Terra, and Walls brands. It sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, concession retail stores, and e-commerce sites. V.F. Corporation was founded in 1899 and is headquartered in Greensboro, North Carolina."
VLO,Valero Energy,"Valero Energy Corporation operates as an independent petroleum refining and ethanol producing company. It operates through three segments: Refining, Ethanol, and VLP (Valero Energy Partners LP). The company is involved in oil and gas refining, marketing, and bulk selling activities. It produces conventional and premium gasolines, gasoline meeting the specifications of the California Air Resources Board (CARB), diesel fuels, low-sulfur and ultra-low-sulfur diesel fuels, CARB diesel, other distillates, jet fuels, asphalts, petrochemicals, lubricants, and other refined petroleum products. As of December 31, 2017, the company owned 15 petroleum refineries with a combined throughput capacity of approximately 3.1 million barrels per day. It markets its refined products through wholesale rack and bulk markets; and through approximately 7,400 outlets under the Valero, Diamond Shamrock, Shamrock, Ultramar, Beacon, and Texaco brand names. The company also produces and sells ethanol, distiller grains, and corn oil primarily to refiners and gasoline blenders, as well as to animal feed customers. It owns and operates 11 ethanol plants with a combined ethanol production capacity of approximately 1.45 billion gallons per year. In addition, the company owns, operates, develops, and acquires crude oil, refined petroleum products pipelines, terminals, and other transportation and logistics assets; and provides transportation and terminaling services. Valero Energy Corporation has operations in the United States, Canada, the United Kingdom, Ireland, and internationally. The company was formerly known as Valero Refining and Marketing Company and changed its name to Valero Energy Corporation in August 1997. Valero Energy Corporation was founded in 1955 and is headquartered in San Antonio, Texas."
VAR,Varian Medical Systems,"Varian Medical Systems, Inc. designs, manufactures, sells, and services medical devices and software products for treating cancer and other medical conditions worldwide. It operates through two segments, Oncology Systems and Proton Solutions. The Oncology Systems segment offers hardware and software products for treating cancer with radiotherapy, fixed field intensity-modulated radiation therapy, image-guided radiation therapy, volumetric modulated arc therapy, stereotactic radiosurgery, stereotactic body radiotherapy, and brachytherapy, as well as related quality assurance equipment. Its products include linear accelerators, brachytherapy after loaders, treatment accessories, and quality assurance software; and information management, treatment planning, image processing, clinical knowledge exchange, patient care management, decision-making support, and practice management software. This segment serves university research and community hospitals, private and governmental institutions, healthcare agencies, physicians' offices, medical oncology practices, radiotherapy centers, and cancer care clinics. The Proton Solutions segment designs, develops, manufactures, sells, and services products and systems for delivering proton therapy for the treatment of cancer. Varian Medical Systems, Inc. has a strategic partnership with Siemens AG to co-develop new imaging and treatment solutions. The company was formerly known as Varian Associates, Inc. and changed its name to Varian Medical Systems, Inc. in April 1999. Varian Medical Systems, Inc. was founded in 1948 and is headquartered in Palo Alto, California."
VTR,Ventas Inc,"Ventas, Inc., an S&P 500 company, is a leading real estate investment trust. Its diverse portfolio of approximately 1,200 assets in the United States, Canada and the United Kingdom consists of seniors housing communities, medical office buildings, life science and innovation centers, inpatient rehabilitation and long-term acute care facilities, health systems and skilled nursing facilities. Through its Lillibridge subsidiary, Ventas provides management, leasing, marketing, facility development and advisory services to highly rated hospitals and health systems throughout the United States. References to <U+0093>Ventas<U+0094> or the <U+0093>Company<U+0094> mean Ventas, Inc. and its consolidated subsidiaries unless otherwise expressly noted."
VRSN,Verisign Inc.,"VeriSign, Inc. provides domain name registry services and Internet security worldwide. The company offers registry services that operate the authoritative directory of .com, .net, .cc, .tv, .gov, .jobs, .edu, .name, and other domain names. Its registry services allow individuals and organizations to establish their online identities. The company also provides infrastructure assurance services, including distributed denial of service protection and managed domain name system services. It serves financial institutions, software-as-a-service providers, e-commerce providers, and media companies through direct sales and indirect channels. The company was founded in 1995 and is headquartered in Reston, Virginia."
VRSK,Verisk Analytics,"Verisk Analytics, Inc. provides data analytics solutions for customers in the insurance, energy, and financial markets in the United States and internationally. Its Decision Analytics segment develops predictive models to forecast scenarios, and produce standard and customized analytics for predicting loss, selecting and pricing risk, detecting fraud before and after a loss event, and quantifying losses. It provides fraud-detection tools for the property and casualty (P&C) insurance industry; data analytics for energy, chemicals, and metals and mining industries; and data and information services that enable enhanced compliance with environmental health and safety, as well as helps businesses and governments to anticipate and manage climate-and weather-related risks. The company's Risk Assessment segment offers solutions to P&C insurance customers and focuses on prediction of loss, and selection and pricing of risk. Its solutions include industry-standard insurance programs that help P&C insurers in defining coverage and issue policies; actuarial services to help its customers analyze and price their risks; and customized services that include assisting with the development of independent insurance programs, analysis of their own underwriting experience, development of classification systems and rating plans, and other business decisions, as well as supplies information to various customers in other markets. This segment's solutions also comprise property-specific rating and underwriting information on properties, businesses, and communities to evaluate, price, and process commercial insurance applications, including property, auto, general liability, business owner's policy, and workers compensation. The company was founded in 1971 and is headquartered in Jersey City, New Jersey."
VZ,Verizon Communications,"Verizon Communications Inc., through its subsidiaries, offers communications, information, and entertainment products and services to consumers, businesses, and governmental agencies worldwide. The company's Wireless segment provides wireless voice and data services; Internet access on various notebook computers and tablets; multimedia, business-focused, and location-based services, as well as international travel services; and network access services to deliver various Internet of Things products and services. This segment also provides wireless devices, including smartphones and basic phones, wearables, and tablets and other Internet access devices. As of December 31, 2017, it had 116.3 million retail connections. Its Wireline segment offers traditional circuit-based network products and services; networking solutions, comprising private Internet protocol (IP), Ethernet, and software-defined wide area network, as well as cyber security services; local exchange, regional, long distance, and toll-free calling services; voice messaging and conferencing services; and workforce productivity and customer contact center solutions, as well as residential fixed connectivity solutions, including Internet, TV, and voice services under the Fios brand name. This segment also provides premises equipment, as well as installation, maintenance, and site services; data, voice, local dial tone, and broadband services primarily to local, long distance, and wireless carriers; voice and networking products, Fios services, IP networking, voice solutions, security, and managed information technology services for small and medium businesses, state and local governments, and educational institutions; and security and managed network services. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was founded in 1983 and is headquartered in New York, New York."
